시도,시군구,자격별,성별,연령구분,신청자,1등급,2등급,3등급,4등급,5등급,인지지원등급,등급외A,등급외B,등급외C
광주광역시,광산구,감경,남자,70-74세,125 ,9 ,8 ,34 ,51 ,14 ,*,*,*,0 
광주광역시,광산구,감경,남자,75-79세,172 ,10 ,5 ,50 ,74 ,19 ,*,5 ,0 ,0 
광주광역시,광산구,감경,남자,80-84세,203 ,*,14 ,58 ,96 ,18 ,*,*,0 ,0 
광주광역시,광산구,감경,남자,85세이상,241 ,6 ,20 ,56 ,125 ,25 ,6 ,0 ,0 ,0 
광주광역시,광산구,감경,여자,65세미만,48 ,6 ,*,17 ,13 ,*,0 ,*,*,0 
광주광역시,광산구,감경,여자,65-69세,104 ,*,8 ,19 ,51 ,9 ,*,*,0 ,0 
광주광역시,광산구,감경,여자,70-74세,210 ,10 ,15 ,48 ,86 ,25 ,*,*,*,0 
광주광역시,광산구,감경,여자,75-79세,424 ,20 ,35 ,101 ,183 ,42 ,13 ,*,*,*
광주광역시,광산구,감경,여자,80-84세,857 ,37 ,71 ,220 ,397 ,82 ,6 ,*,*,*
광주광역시,광산구,감경,여자,85세이상,1241 ,63 ,156 ,384 ,515 ,85 ,*,*,*,0 
대전광역시,동구,일반,남자,65세미만,57 ,5 ,*,6 ,8 ,*,*,13 ,*,8 
대전광역시,동구,일반,남자,65-69세,115 ,*,6 ,16 ,22 ,5 ,*,19 ,8 ,5 
대전광역시,동구,일반,남자,70-74세,137 ,5 ,6 ,18 ,34 ,6 ,*,15 ,10 ,*
대전광역시,동구,일반,남자,75-79세,208 ,*,6 ,41 ,61 ,14 ,*,18 ,16 ,*
대전광역시,동구,일반,남자,80-84세,308 ,5 ,13 ,54 ,97 ,29 ,6 ,20 ,12 ,11 
대전광역시,동구,일반,남자,85세이상,316 ,5 ,28 ,65 ,114 ,26 ,*,11 ,9 ,*
대전광역시,동구,일반,여자,65세미만,47 ,*,0 ,5 ,8 ,0 ,*,*,8 ,5 
대전광역시,동구,일반,여자,65-69세,157 ,5 ,7 ,17 ,25 ,*,*,26 ,15 ,9 
대전광역시,동구,일반,여자,70-74세,219 ,5 ,7 ,20 ,47 ,9 ,9 ,19 ,19 ,10 
대전광역시,동구,일반,여자,75-79세,453 ,12 ,11 ,71 ,133 ,25 ,14 ,47 ,24 ,6 
대전광역시,동구,일반,여자,80-84세,724 ,11 ,32 ,136 ,244 ,73 ,17 ,45 ,21 ,9 
대전광역시,동구,일반,여자,85세이상,778 ,27 ,79 ,217 ,278 ,56 ,*,22 ,11 ,*
대전광역시,동구,기초,남자,65세미만,183 ,15 ,12 ,28 ,45 ,11 ,*,16 ,8 ,12 
대전광역시,동구,기초,남자,65-69세,199 ,*,5 ,19 ,57 ,23 ,5 ,17 ,12 ,20 
대전광역시,동구,기초,남자,70-74세,160 ,5 ,5 ,18 ,64 ,14 ,*,8 ,11 ,6 
대전광역시,동구,기초,남자,75-79세,132 ,*,8 ,25 ,50 ,11 ,*,*,*,*
대전광역시,동구,기초,남자,80-84세,105 ,*,*,25 ,37 ,9 ,5 ,*,0 ,*
대전광역시,동구,기초,남자,85세이상,88 ,*,*,20 ,31 ,13 ,0 ,*,*,*
대전광역시,동구,기초,여자,65세미만,78 ,8 ,5 ,13 ,15 ,*,0 ,11 ,6 ,5 
대전광역시,동구,기초,여자,65-69세,143 ,*,7 ,22 ,58 ,7 ,*,7 ,8 ,10 
대전광역시,동구,기초,여자,70-74세,174 ,5 ,9 ,27 ,62 ,10 ,*,12 ,13 ,5 
대전광역시,동구,기초,여자,75-79세,219 ,8 ,7 ,37 ,96 ,15 ,*,8 ,12 ,*
대전광역시,동구,기초,여자,80-84세,324 ,15 ,24 ,74 ,131 ,29 ,*,*,10 ,0 
대전광역시,동구,기초,여자,85세이상,388 ,14 ,46 ,95 ,154 ,24 ,*,7 ,6 ,*
대전광역시,동구,의료,남자,65세미만,*,0 ,0 ,*,0 ,0 ,0 ,0 ,0 ,0 
대전광역시,동구,의료,남자,65-69세,*,0 ,0 ,0 ,*,0 ,0 ,0 ,0 ,0 
대전광역시,동구,의료,남자,70-74세,*,*,0 ,0 ,0 ,0 ,*,0 ,0 ,0 
대전광역시,동구,의료,남자,75-79세,9 ,0 ,*,*,*,*,0 ,0 ,*,0 
대전광역시,동구,의료,남자,80-84세,*,0 ,0 ,*,*,0 ,0 ,0 ,0 ,0 
대전광역시,동구,의료,남자,85세이상,5 ,0 ,0 ,*,*,0 ,0 ,0 ,*,0 
대전광역시,동구,의료,여자,65세미만,*,0 ,0 ,0 ,0 ,0 ,0 ,0 ,*,0 
대전광역시,동구,의료,여자,65-69세,*,0 ,0 ,0 ,0 ,0 ,0 ,0 ,*,0 
대전광역시,동구,의료,여자,70-74세,*,0 ,*,*,*,0 ,0 ,0 ,0 ,0 
대전광역시,동구,의료,여자,75-79세,5 ,0 ,0 ,*,*,0 ,0 ,0 ,*,0 
대전광역시,동구,의료,여자,80-84세,11 ,*,*,5 ,*,0 ,0 ,0 ,0 ,0 
대전광역시,동구,의료,여자,85세이상,35 ,*,*,10 ,15 ,*,0 ,0 ,0 ,0 
대전광역시,동구,감경,남자,65세미만,40 ,*,6 ,5 ,17 ,*,0 ,0 ,0 ,*
대전광역시,동구,감경,남자,65-69세,72 ,*,5 ,25 ,30 ,*,*,*,0 ,*
대전광역시,동구,감경,남자,70-74세,138 ,*,6 ,37 ,64 ,17 ,*,*,0 ,*
대전광역시,동구,감경,남자,75-79세,160 ,*,8 ,52 ,61 ,25 ,*,0 ,*,*
대전광역시,동구,감경,남자,80-84세,200 ,*,8 ,45 ,99 ,26 ,9 ,0 ,0 ,*
대전광역시,동구,감경,남자,85세이상,240 ,14 ,19 ,70 ,107 ,21 ,*,0 ,0 ,0 
대전광역시,동구,감경,여자,65세미만,37 ,5 ,5 ,11 ,7 ,*,*,0 ,0 ,*
대전광역시,동구,감경,여자,65-69세,91 ,*,10 ,22 ,39 ,7 ,*,0 ,*,*
대전광역시,동구,감경,여자,70-74세,181 ,6 ,11 ,41 ,85 ,13 ,*,*,*,*
대전광역시,동구,감경,여자,75-79세,354 ,13 ,33 ,86 ,132 ,47 ,9 ,*,5 ,0 
대전광역시,동구,감경,여자,80-84세,650 ,21 ,61 ,174 ,273 ,73 ,13 ,*,0 ,*
대전광역시,동구,감경,여자,85세이상,1101 ,49 ,158 ,374 ,420 ,69 ,*,0 ,0 ,0 
대전광역시,중구,일반,남자,65세미만,67 ,9 ,7 ,*,12 ,*,*,11 ,*,*
대전광역시,중구,일반,남자,65-69세,134 ,8 ,6 ,15 ,31 ,*,*,16 ,11 ,13 
대전광역시,중구,일반,남자,70-74세,194 ,9 ,7 ,43 ,54 ,8 ,*,21 ,*,8 
대전광역시,중구,일반,남자,75-79세,284 ,9 ,20 ,52 ,96 ,13 ,*,26 ,10 ,5 
대전광역시,중구,일반,남자,80-84세,356 ,12 ,19 ,64 ,126 ,30 ,7 ,17 ,19 ,6 
대전광역시,중구,일반,남자,85세이상,452 ,14 ,32 ,104 ,185 ,46 ,*,14 ,11 ,*
대전광역시,중구,일반,여자,65세미만,56 ,*,0 ,13 ,10 ,0 ,0 ,9 ,*,*
대전광역시,중구,일반,여자,65-69세,166 ,6 ,*,23 ,26 ,*,*,31 ,15 ,6 
대전광역시,중구,일반,여자,70-74세,266 ,12 ,12 ,26 ,70 ,15 ,*,35 ,18 ,5 
대전광역시,중구,일반,여자,75-79세,553 ,13 ,20 ,89 ,189 ,35 ,6 ,67 ,28 ,6 
대전광역시,중구,일반,여자,80-84세,861 ,21 ,44 ,141 ,356 ,85 ,10 ,53 ,29 ,9 
대전광역시,중구,일반,여자,85세이상,987 ,32 ,97 ,265 ,414 ,64 ,6 ,28 ,10 ,*
대전광역시,중구,기초,남자,65세미만,149 ,12 ,10 ,33 ,40 ,6 ,*,20 ,5 ,7 
대전광역시,중구,기초,남자,65-69세,166 ,*,7 ,19 ,50 ,12 ,*,15 ,15 ,14 
대전광역시,중구,기초,남자,70-74세,112 ,0 ,7 ,19 ,41 ,9 ,*,11 ,5 ,5 
대전광역시,중구,기초,남자,75-79세,77 ,*,*,11 ,23 ,13 ,*,*,7 ,5 
대전광역시,중구,기초,남자,80-84세,91 ,*,*,23 ,32 ,13 ,*,0 ,6 ,*
대전광역시,중구,기초,남자,85세이상,56 ,*,*,10 ,34 ,*,*,*,0 ,0 
대전광역시,중구,기초,여자,65세미만,78 ,7 ,7 ,13 ,22 ,*,*,*,*,*
대전광역시,중구,기초,여자,65-69세,113 ,*,*,19 ,36 ,10 ,*,12 ,*,*
대전광역시,중구,기초,여자,70-74세,140 ,*,7 ,19 ,55 ,13 ,*,13 ,7 ,0 
대전광역시,중구,기초,여자,75-79세,164 ,*,13 ,24 ,69 ,10 ,*,13 ,12 ,*
대전광역시,중구,기초,여자,80-84세,234 ,11 ,11 ,38 ,116 ,23 ,*,7 ,6 ,*
대전광역시,중구,기초,여자,85세이상,269 ,13 ,32 ,73 ,117 ,14 ,*,*,*,0 
대전광역시,중구,의료,남자,65세미만,*,0 ,0 ,0 ,0 ,*,0 ,0 ,0 ,0 
대전광역시,중구,의료,남자,65-69세,*,0 ,0 ,0 ,*,0 ,0 ,*,0 ,0 
대전광역시,중구,의료,남자,70-74세,*,0 ,0 ,0 ,*,0 ,0 ,0 ,0 ,0 
대전광역시,중구,의료,남자,75-79세,6 ,0 ,0 ,*,*,0 ,0 ,0 ,*,0 
대전광역시,중구,의료,남자,80-84세,*,0 ,0 ,0 ,*,*,0 ,0 ,0 ,0 
대전광역시,중구,의료,남자,85세이상,6 ,0 ,*,0 ,*,*,0 ,0 ,0 ,0 
대전광역시,중구,의료,여자,65세미만,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
대전광역시,중구,의료,여자,65-69세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
대전광역시,중구,의료,여자,70-74세,*,0 ,0 ,*,*,0 ,0 ,0 ,0 ,0 
대전광역시,중구,의료,여자,75-79세,5 ,0 ,0 ,*,*,0 ,0 ,0 ,0 ,0 
대전광역시,중구,의료,여자,80-84세,*,0 ,0 ,*,*,0 ,0 ,0 ,0 ,0 
대전광역시,중구,의료,여자,85세이상,24 ,*,5 ,6 ,10 ,*,0 ,0 ,0 ,0 
대전광역시,중구,감경,남자,65세미만,55 ,*,8 ,11 ,16 ,*,0 ,*,0 ,0 
대전광역시,중구,감경,남자,65-69세,111 ,12 ,10 ,32 ,34 ,10 ,*,*,*,*
대전광역시,중구,감경,남자,70-74세,140 ,*,8 ,33 ,67 ,9 ,*,*,*,*
대전광역시,중구,감경,남자,75-79세,197 ,8 ,11 ,46 ,104 ,18 ,*,0 ,0 ,0 
대전광역시,중구,감경,남자,80-84세,227 ,6 ,18 ,57 ,119 ,16 ,0 ,*,*,0 
대전광역시,중구,감경,남자,85세이상,288 ,5 ,22 ,71 ,151 ,25 ,7 ,*,*,0 
대전광역시,중구,감경,여자,65세미만,35 ,6 ,*,8 ,10 ,*,*,*,0 ,0 
대전광역시,중구,감경,여자,65-69세,107 ,8 ,12 ,17 ,40 ,16 ,*,*,0 ,*
대전광역시,중구,감경,여자,70-74세,180 ,16 ,11 ,36 ,79 ,15 ,7 ,*,*,0 
대전광역시,중구,감경,여자,75-79세,356 ,15 ,21 ,77 ,173 ,31 ,*,*,*,*
대전광역시,중구,감경,여자,80-84세,640 ,27 ,44 ,168 ,324 ,46 ,5 ,*,*,0 
대전광역시,중구,감경,여자,85세이상,1116 ,45 ,132 ,337 ,512 ,58 ,7 ,5 ,*,0 
대전광역시,서구,일반,남자,65세미만,82 ,*,*,13 ,13 ,*,0 ,23 ,8 ,5 
대전광역시,서구,일반,남자,65-69세,152 ,7 ,6 ,24 ,36 ,8 ,*,21 ,11 ,6 
대전광역시,서구,일반,남자,70-74세,258 ,*,11 ,45 ,73 ,22 ,*,23 ,7 ,*
대전광역시,서구,일반,남자,75-79세,402 ,10 ,14 ,89 ,158 ,32 ,7 ,19 ,11 ,6 
대전광역시,서구,일반,남자,80-84세,459 ,10 ,24 ,90 ,178 ,44 ,13 ,30 ,12 ,5 
대전광역시,서구,일반,남자,85세이상,530 ,11 ,34 ,125 ,198 ,68 ,7 ,25 ,10 ,8 
대전광역시,서구,일반,여자,65세미만,94 ,6 ,*,15 ,19 ,*,*,15 ,5 ,5 
대전광역시,서구,일반,여자,65-69세,228 ,6 ,10 ,26 ,41 ,11 ,7 ,36 ,23 ,*
대전광역시,서구,일반,여자,70-74세,361 ,15 ,11 ,59 ,83 ,19 ,6 ,47 ,23 ,*
대전광역시,서구,일반,여자,75-79세,701 ,27 ,21 ,119 ,227 ,54 ,21 ,56 ,27 ,12 
대전광역시,서구,일반,여자,80-84세,1057 ,20 ,48 ,203 ,396 ,104 ,23 ,66 ,23 ,6 
대전광역시,서구,일반,여자,85세이상,1395 ,44 ,130 ,381 ,530 ,116 ,14 ,38 ,19 ,5 
대전광역시,서구,기초,남자,65세미만,140 ,*,*,27 ,29 ,8 ,*,16 ,10 ,12 
대전광역시,서구,기초,남자,65-69세,151 ,6 ,*,29 ,51 ,13 ,*,15 ,9 ,0 
대전광역시,서구,기초,남자,70-74세,129 ,*,6 ,13 ,59 ,14 ,5 ,*,11 ,0 
대전광역시,서구,기초,남자,75-79세,118 ,*,*,17 ,51 ,18 ,*,10 ,5 ,*
대전광역시,서구,기초,남자,80-84세,94 ,*,5 ,25 ,38 ,11 ,0 ,*,*,*
대전광역시,서구,기초,남자,85세이상,68 ,*,*,12 ,30 ,8 ,*,0 ,*,*
대전광역시,서구,기초,여자,65세미만,80 ,7 ,7 ,16 ,17 ,9 ,0 ,8 ,*,*
대전광역시,서구,기초,여자,65-69세,150 ,*,6 ,19 ,49 ,13 ,*,18 ,11 ,10 
대전광역시,서구,기초,여자,70-74세,157 ,0 ,9 ,29 ,69 ,16 ,*,9 ,*,*
대전광역시,서구,기초,여자,75-79세,190 ,*,15 ,36 ,67 ,26 ,*,9 ,5 ,*
대전광역시,서구,기초,여자,80-84세,274 ,6 ,13 ,57 ,129 ,31 ,8 ,10 ,*,0 
대전광역시,서구,기초,여자,85세이상,333 ,15 ,40 ,85 ,137 ,23 ,*,8 ,*,0 
대전광역시,서구,의료,남자,65-69세,5 ,0 ,0 ,*,*,0 ,0 ,0 ,*,0 
대전광역시,서구,의료,남자,70-74세,*,0 ,0 ,0 ,*,0 ,0 ,0 ,0 ,*
대전광역시,서구,의료,남자,75-79세,5 ,0 ,*,*,*,*,0 ,0 ,0 ,0 
대전광역시,서구,의료,남자,80-84세,*,0 ,0 ,0 ,*,0 ,0 ,0 ,0 ,0 
대전광역시,서구,의료,남자,85세이상,5 ,0 ,*,0 ,*,0 ,0 ,0 ,0 ,0 
대전광역시,서구,의료,여자,65-69세,*,0 ,0 ,0 ,0 ,0 ,0 ,*,0 ,0 
대전광역시,서구,의료,여자,70-74세,6 ,0 ,0 ,*,*,*,0 ,0 ,0 ,0 
대전광역시,서구,의료,여자,75-79세,5 ,0 ,0 ,0 ,*,*,0 ,0 ,0 ,0 
대전광역시,서구,의료,여자,80-84세,19 ,*,*,5 ,7 ,*,0 ,*,0 ,0 
대전광역시,서구,의료,여자,85세이상,43 ,*,8 ,12 ,16 ,*,0 ,0 ,0 ,0 
대전광역시,서구,감경,남자,65세미만,59 ,11 ,*,19 ,14 ,7 ,0 ,*,0 ,*
대전광역시,서구,감경,남자,65-69세,112 ,*,13 ,36 ,37 ,12 ,*,*,*,0 
대전광역시,서구,감경,남자,70-74세,147 ,5 ,10 ,42 ,58 ,15 ,6 ,*,*,0 
대전광역시,서구,감경,남자,75-79세,191 ,*,16 ,60 ,79 ,19 ,5 ,0 ,*,*
대전광역시,서구,감경,남자,80-84세,206 ,*,13 ,50 ,102 ,26 ,*,0 ,0 ,*
대전광역시,서구,감경,남자,85세이상,304 ,6 ,30 ,83 ,137 ,36 ,7 ,0 ,*,0 
대전광역시,서구,감경,여자,65세미만,48 ,5 ,5 ,17 ,15 ,5 ,0 ,0 ,*,0 
대전광역시,서구,감경,여자,65-69세,104 ,5 ,9 ,22 ,44 ,14 ,*,*,0 ,0 
대전광역시,서구,감경,여자,70-74세,175 ,5 ,12 ,54 ,69 ,14 ,6 ,*,*,*
대전광역시,서구,감경,여자,75-79세,366 ,8 ,33 ,100 ,153 ,51 ,7 ,*,0 ,0 
대전광역시,서구,감경,여자,80-84세,730 ,21 ,59 ,201 ,345 ,70 ,8 ,*,*,0 
대전광역시,서구,감경,여자,85세이상,1375 ,54 ,181 ,441 ,575 ,93 ,10 ,*,0 ,0 
대전광역시,유성구,일반,남자,65세미만,58 ,5 ,*,8 ,11 ,*,0 ,10 ,*,5 
대전광역시,유성구,일반,남자,65-69세,146 ,18 ,10 ,28 ,30 ,*,*,16 ,*,*
대전광역시,유성구,일반,남자,70-74세,162 ,12 ,13 ,40 ,35 ,10 ,*,*,5 ,*
대전광역시,유성구,일반,남자,75-79세,199 ,14 ,16 ,39 ,50 ,15 ,*,15 ,5 ,7 
대전광역시,유성구,일반,남자,80-84세,303 ,10 ,29 ,61 ,98 ,19 ,8 ,9 ,11 ,6 
대전광역시,유성구,일반,남자,85세이상,372 ,15 ,28 ,98 ,125 ,37 ,9 ,12 ,8 ,*
대전광역시,유성구,일반,여자,65세미만,61 ,5 ,*,12 ,9 ,*,*,6 ,6 ,*
대전광역시,유성구,일반,여자,65-69세,167 ,20 ,9 ,21 ,21 ,8 ,0 ,26 ,15 ,8 
대전광역시,유성구,일반,여자,70-74세,213 ,12 ,12 ,35 ,48 ,13 ,*,22 ,14 ,5 
대전광역시,유성구,일반,여자,75-79세,419 ,19 ,22 ,70 ,98 ,41 ,9 ,37 ,20 ,*
대전광역시,유성구,일반,여자,80-84세,739 ,32 ,68 ,171 ,225 ,75 ,13 ,37 ,11 ,8 
대전광역시,유성구,일반,여자,85세이상,1101 ,57 ,128 ,259 ,401 ,85 ,13 ,25 ,13 ,6 
대전광역시,유성구,기초,남자,65세미만,76 ,5 ,5 ,19 ,19 ,*,*,10 ,*,6 
대전광역시,유성구,기초,남자,65-69세,83 ,*,*,12 ,27 ,5 ,*,*,9 ,9 
대전광역시,유성구,기초,남자,70-74세,66 ,*,*,12 ,22 ,8 ,0 ,*,*,*
대전광역시,유성구,기초,남자,75-79세,57 ,*,0 ,13 ,15 ,6 ,*,*,6 ,*
대전광역시,유성구,기초,남자,80-84세,46 ,*,*,10 ,17 ,*,*,0 ,*,0 
대전광역시,유성구,기초,남자,85세이상,34 ,0 ,*,13 ,9 ,*,0 ,*,0 ,0 
대전광역시,유성구,기초,여자,65세미만,52 ,*,*,10 ,13 ,*,*,*,*,7 
대전광역시,유성구,기초,여자,65-69세,64 ,*,*,11 ,11 ,*,*,5 ,5 ,*
대전광역시,유성구,기초,여자,70-74세,69 ,*,*,10 ,23 ,9 ,*,*,6 ,5 
대전광역시,유성구,기초,여자,75-79세,114 ,6 ,8 ,21 ,43 ,8 ,*,*,6 ,*
대전광역시,유성구,기초,여자,80-84세,157 ,9 ,13 ,44 ,55 ,14 ,*,*,*,0 
대전광역시,유성구,기초,여자,85세이상,183 ,12 ,27 ,52 ,61 ,12 ,*,*,*,0 
대전광역시,유성구,의료,남자,65세미만,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
대전광역시,유성구,의료,남자,65-69세,*,*,0 ,*,*,0 ,0 ,0 ,0 ,0 
대전광역시,유성구,의료,남자,70-74세,*,0 ,*,0 ,0 ,0 ,0 ,*,0 ,0 
대전광역시,유성구,의료,남자,75-79세,*,0 ,0 ,0 ,*,0 ,0 ,0 ,0 ,0 
대전광역시,유성구,의료,남자,80-84세,*,0 ,*,*,0 ,*,0 ,0 ,0 ,0 
대전광역시,유성구,의료,남자,85세이상,*,0 ,*,0 ,*,0 ,0 ,*,0 ,0 
대전광역시,유성구,의료,여자,65-69세,*,0 ,0 ,*,0 ,0 ,0 ,0 ,0 ,0 
대전광역시,유성구,의료,여자,70-74세,*,0 ,*,*,0 ,0 ,0 ,0 ,*,0 
대전광역시,유성구,의료,여자,75-79세,6 ,*,*,0 ,*,*,0 ,0 ,0 ,0 
대전광역시,유성구,의료,여자,80-84세,8 ,*,0 ,*,*,0 ,0 ,0 ,0 ,*
대전광역시,유성구,의료,여자,85세이상,48 ,*,10 ,16 ,17 ,*,0 ,0 ,0 ,0 
대전광역시,유성구,감경,남자,65세미만,45 ,5 ,*,13 ,14 ,*,*,*,0 ,*
대전광역시,유성구,감경,남자,65-69세,67 ,*,5 ,29 ,16 ,*,0 ,*,*,0 
대전광역시,유성구,감경,남자,70-74세,84 ,6 ,9 ,24 ,34 ,*,*,*,0 ,*
대전광역시,유성구,감경,남자,75-79세,110 ,6 ,11 ,28 ,48 ,13 ,*,0 ,*,0 
대전광역시,유성구,감경,남자,80-84세,106 ,5 ,8 ,24 ,44 ,17 ,*,0 ,0 ,0 
대전광역시,유성구,감경,남자,85세이상,171 ,*,16 ,52 ,72 ,20 ,*,0 ,0 ,0 
대전광역시,유성구,감경,여자,65세미만,33 ,5 ,*,8 ,8 ,*,*,*,0 ,*
대전광역시,유성구,감경,여자,65-69세,48 ,5 ,10 ,12 ,15 ,*,*,*,*,0 
대전광역시,유성구,감경,여자,70-74세,103 ,11 ,9 ,12 ,43 ,8 ,*,*,0 ,*
대전광역시,유성구,감경,여자,75-79세,195 ,13 ,22 ,62 ,65 ,17 ,*,*,*,*
대전광역시,유성구,감경,여자,80-84세,393 ,34 ,44 ,106 ,152 ,37 ,5 ,*,0 ,0 
대전광역시,유성구,감경,여자,85세이상,818 ,36 ,121 ,263 ,332 ,47 ,8 ,0 ,0 ,0 
대전광역시,대덕구,일반,남자,65세미만,61 ,*,*,*,*,*,*,14 ,*,7 
대전광역시,대덕구,일반,남자,65-69세,100 ,*,*,14 ,18 ,8 ,0 ,10 ,10 ,*
대전광역시,대덕구,일반,남자,70-74세,114 ,*,*,26 ,27 ,*,*,8 ,7 ,*
대전광역시,대덕구,일반,남자,75-79세,177 ,*,*,29 ,54 ,19 ,*,15 ,5 ,*
대전광역시,대덕구,일반,남자,80-84세,204 ,6 ,7 ,32 ,79 ,16 ,5 ,10 ,6 ,*
대전광역시,대덕구,일반,남자,85세이상,230 ,7 ,11 ,39 ,82 ,21 ,7 ,14 ,9 ,*
대전광역시,대덕구,일반,여자,65세미만,35 ,*,*,*,9 ,*,0 ,10 ,*,*
대전광역시,대덕구,일반,여자,65-69세,101 ,*,*,6 ,21 ,*,0 ,17 ,6 ,7 
대전광역시,대덕구,일반,여자,70-74세,189 ,*,5 ,20 ,39 ,12 ,*,33 ,18 ,*
대전광역시,대덕구,일반,여자,75-79세,266 ,*,9 ,21 ,66 ,37 ,8 ,29 ,13 ,7 
대전광역시,대덕구,일반,여자,80-84세,427 ,8 ,13 ,72 ,161 ,47 ,9 ,20 ,14 ,8 
대전광역시,대덕구,일반,여자,85세이상,507 ,14 ,34 ,127 ,175 ,59 ,0 ,15 ,6 ,5 
대전광역시,대덕구,기초,남자,65세미만,102 ,*,*,18 ,19 ,7 ,5 ,8 ,8 ,9 
대전광역시,대덕구,기초,남자,65-69세,116 ,*,5 ,8 ,28 ,14 ,*,20 ,7 ,11 
대전광역시,대덕구,기초,남자,70-74세,77 ,*,*,9 ,27 ,13 ,*,*,*,*
대전광역시,대덕구,기초,남자,75-79세,58 ,*,*,11 ,19 ,8 ,*,*,*,*
대전광역시,대덕구,기초,남자,80-84세,53 ,0 ,*,5 ,28 ,8 ,*,*,*,0 
대전광역시,대덕구,기초,남자,85세이상,52 ,*,0 ,12 ,26 ,10 ,*,0 ,0 ,0 
대전광역시,대덕구,기초,여자,65세미만,45 ,*,*,*,8 ,*,0 ,*,7 ,9 
대전광역시,대덕구,기초,여자,65-69세,91 ,*,*,10 ,26 ,6 ,*,11 ,9 ,9 
대전광역시,대덕구,기초,여자,70-74세,105 ,*,5 ,19 ,35 ,12 ,0 ,7 ,5 ,*
대전광역시,대덕구,기초,여자,75-79세,152 ,*,5 ,25 ,53 ,16 ,*,*,14 ,7 
대전광역시,대덕구,기초,여자,80-84세,167 ,*,6 ,33 ,59 ,26 ,*,6 ,7 ,*
대전광역시,대덕구,기초,여자,85세이상,242 ,6 ,21 ,54 ,107 ,28 ,0 ,*,*,0 
대전광역시,대덕구,의료,남자,65세미만,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
대전광역시,대덕구,의료,남자,65-69세,*,0 ,0 ,*,0 ,0 ,*,0 ,0 ,0 
대전광역시,대덕구,의료,남자,70-74세,*,*,0 ,*,*,0 ,0 ,0 ,0 ,0 
대전광역시,대덕구,의료,남자,75-79세,*,0 ,0 ,*,0 ,0 ,0 ,0 ,0 ,0 
대전광역시,대덕구,의료,남자,80-84세,5 ,*,0 ,0 ,*,*,0 ,0 ,0 ,0 
대전광역시,대덕구,의료,남자,85세이상,*,0 ,0 ,0 ,*,0 ,0 ,0 ,0 ,0 
대전광역시,대덕구,의료,여자,65세미만,*,0 ,0 ,0 ,0 ,0 ,0 ,*,0 ,0 
대전광역시,대덕구,의료,여자,65-69세,*,0 ,0 ,0 ,*,0 ,0 ,0 ,0 ,0 
대전광역시,대덕구,의료,여자,70-74세,*,0 ,0 ,*,0 ,0 ,*,0 ,0 ,0 
대전광역시,대덕구,의료,여자,75-79세,6 ,0 ,*,*,*,0 ,0 ,0 ,0 ,0 
대전광역시,대덕구,의료,여자,80-84세,6 ,0 ,0 ,0 ,5 ,*,0 ,0 ,0 ,0 
대전광역시,대덕구,의료,여자,85세이상,19 ,*,*,*,7 ,*,0 ,0 ,0 ,0 
대전광역시,대덕구,감경,남자,65세미만,33 ,*,*,5 ,14 ,*,*,*,0 ,0 
대전광역시,대덕구,감경,남자,65-69세,64 ,*,8 ,17 ,19 ,6 ,*,*,0 ,*
대전광역시,대덕구,감경,남자,70-74세,83 ,5 ,*,11 ,44 ,14 ,*,0 ,*,0 
대전광역시,대덕구,감경,남자,75-79세,104 ,5 ,13 ,34 ,35 ,10 ,*,*,0 ,0 
대전광역시,대덕구,감경,남자,80-84세,140 ,6 ,11 ,31 ,67 ,17 ,*,*,0 ,0 
대전광역시,대덕구,감경,남자,85세이상,159 ,*,11 ,37 ,86 ,14 ,0 ,0 ,0 ,0 
대전광역시,대덕구,감경,여자,65세미만,29 ,*,*,9 ,8 ,0 ,*,*,0 ,0 
대전광역시,대덕구,감경,여자,65-69세,50 ,*,*,11 ,23 ,5 ,*,0 ,*,*
대전광역시,대덕구,감경,여자,70-74세,115 ,7 ,8 ,25 ,43 ,18 ,*,*,*,0 
대전광역시,대덕구,감경,여자,75-79세,195 ,5 ,12 ,35 ,91 ,32 ,*,*,0 ,0 
대전광역시,대덕구,감경,여자,80-84세,417 ,14 ,22 ,92 ,198 ,69 ,6 ,*,0 ,0 
대전광역시,대덕구,감경,여자,85세이상,709 ,23 ,58 ,216 ,337 ,55 ,10 ,*,0 ,0 
울산광역시,중구,일반,남자,65세미만,39 ,5 ,*,9 ,*,*,*,*,*,0 
울산광역시,중구,일반,남자,65-69세,107 ,11 ,*,21 ,22 ,*,*,6 ,10 ,5 
울산광역시,중구,일반,남자,70-74세,165 ,6 ,8 ,27 ,34 ,14 ,*,16 ,*,9 
울산광역시,중구,일반,남자,75-79세,178 ,*,12 ,25 ,44 ,15 ,7 ,13 ,7 ,9 
울산광역시,중구,일반,남자,80-84세,273 ,5 ,11 ,43 ,88 ,34 ,7 ,10 ,12 ,6 
울산광역시,중구,일반,남자,85세이상,185 ,*,9 ,36 ,63 ,23 ,*,12 ,*,*
울산광역시,중구,일반,여자,65세미만,47 ,6 ,5 ,7 ,12 ,*,*,5 ,*,*
