시도,시군구,자격별,성별,연령구분,신청자,1등급,2등급,3등급,4등급,5등급,인지지원등급,등급외A,등급외B,등급외C
충청남도,공주시,기초,여자,75-79세,105 ,6 ,10 ,10 ,36 ,15 ,7 ,5 ,*,*
충청남도,공주시,기초,여자,80-84세,112 ,*,7 ,22 ,44 ,12 ,5 ,5 ,*,*
충청남도,공주시,기초,여자,85세이상,181 ,8 ,26 ,40 ,73 ,23 ,*,*,*,*
충청남도,공주시,의료,남자,65세미만,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
충청남도,공주시,의료,남자,65-69세,*,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
충청남도,공주시,의료,남자,70-74세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
충청남도,공주시,의료,남자,75-79세,*,0 ,0 ,0 ,*,0 ,0 ,0 ,0 ,0 
충청남도,공주시,의료,남자,80-84세,*,0 ,0 ,*,0 ,0 ,0 ,0 ,0 ,0 
충청남도,공주시,의료,남자,85세이상,*,*,0 ,0 ,*,*,0 ,0 ,0 ,0 
충청남도,공주시,의료,여자,65-69세,*,0 ,0 ,0 ,0 ,0 ,0 ,*,0 ,0 
충청남도,공주시,의료,여자,70-74세,*,0 ,*,0 ,0 ,0 ,0 ,0 ,0 ,0 
충청남도,공주시,의료,여자,75-79세,*,0 ,*,0 ,0 ,0 ,0 ,0 ,*,0 
충청남도,공주시,의료,여자,80-84세,5 ,0 ,0 ,*,0 ,*,0 ,0 ,*,0 
충청남도,공주시,의료,여자,85세이상,16 ,*,*,5 ,5 ,*,*,0 ,0 ,0 
충청남도,공주시,감경,남자,65세미만,24 ,0 ,*,*,9 ,*,*,*,0 ,0 
충청남도,공주시,감경,남자,65-69세,54 ,*,*,14 ,27 ,*,0 ,*,0 ,0 
충청남도,공주시,감경,남자,70-74세,71 ,*,5 ,19 ,31 ,9 ,0 ,0 ,0 ,*
충청남도,공주시,감경,남자,75-79세,87 ,*,6 ,22 ,39 ,12 ,*,0 ,0 ,0 
충청남도,공주시,감경,남자,80-84세,143 ,*,9 ,32 ,63 ,25 ,6 ,*,0 ,0 
충청남도,공주시,감경,남자,85세이상,242 ,*,13 ,63 ,125 ,22 ,5 ,0 ,0 ,*
충청남도,공주시,감경,여자,65세미만,15 ,*,*,*,6 ,*,0 ,0 ,0 ,0 
충청남도,공주시,감경,여자,65-69세,51 ,*,5 ,16 ,18 ,*,0 ,*,0 ,0 
충청남도,공주시,감경,여자,70-74세,78 ,*,6 ,12 ,25 ,15 ,7 ,0 ,0 ,0 
충청남도,공주시,감경,여자,75-79세,195 ,9 ,8 ,49 ,73 ,34 ,7 ,0 ,*,0 
충청남도,공주시,감경,여자,80-84세,439 ,9 ,32 ,87 ,216 ,64 ,10 ,0 ,0 ,*
충청남도,공주시,감경,여자,85세이상,961 ,44 ,81 ,251 ,417 ,113 ,11 ,*,*,0 
충청남도,보령시,일반,남자,65세미만,23 ,0 ,*,*,*,*,0 ,8 ,*,*
충청남도,보령시,일반,남자,65-69세,70 ,0 ,0 ,10 ,14 ,*,*,18 ,6 ,*
충청남도,보령시,일반,남자,70-74세,107 ,*,*,14 ,28 ,7 ,*,21 ,8 ,*
충청남도,보령시,일반,남자,75-79세,129 ,*,*,14 ,47 ,11 ,5 ,23 ,6 ,*
충청남도,보령시,일반,남자,80-84세,176 ,0 ,*,23 ,64 ,21 ,*,22 ,10 ,8 
충청남도,보령시,일반,남자,85세이상,198 ,0 ,10 ,27 ,95 ,19 ,*,13 ,8 ,*
충청남도,보령시,일반,여자,65세미만,21 ,*,*,0 ,5 ,*,0 ,6 ,*,0 
충청남도,보령시,일반,여자,65-69세,72 ,*,0 ,5 ,18 ,*,*,15 ,7 ,*
충청남도,보령시,일반,여자,70-74세,146 ,*,0 ,12 ,32 ,8 ,*,32 ,15 ,6 
충청남도,보령시,일반,여자,75-79세,236 ,*,5 ,28 ,70 ,26 ,*,30 ,19 ,6 
충청남도,보령시,일반,여자,80-84세,418 ,*,6 ,44 ,172 ,42 ,5 ,60 ,16 ,7 
충청남도,보령시,일반,여자,85세이상,565 ,*,26 ,98 ,264 ,61 ,*,33 ,12 ,*
충청남도,보령시,기초,남자,65세미만,30 ,*,0 ,*,10 ,*,0 ,5 ,*,*
충청남도,보령시,기초,남자,65-69세,66 ,0 ,*,8 ,24 ,5 ,*,9 ,*,5 
충청남도,보령시,기초,남자,70-74세,37 ,0 ,*,8 ,14 ,*,*,*,*,*
충청남도,보령시,기초,남자,75-79세,36 ,0 ,*,7 ,13 ,5 ,0 ,*,*,*
충청남도,보령시,기초,남자,80-84세,37 ,*,*,6 ,19 ,5 ,0 ,*,*,0 
충청남도,보령시,기초,남자,85세이상,23 ,0 ,0 ,*,14 ,*,0 ,*,*,0 
충청남도,보령시,기초,여자,65세미만,14 ,0 ,0 ,*,0 ,0 ,*,6 ,*,0 
충청남도,보령시,기초,여자,65-69세,63 ,0 ,0 ,5 ,23 ,9 ,0 ,9 ,*,*
충청남도,보령시,기초,여자,70-74세,51 ,0 ,*,8 ,18 ,9 ,*,5 ,*,*
충청남도,보령시,기초,여자,75-79세,68 ,0 ,0 ,6 ,31 ,8 ,*,7 ,*,*
충청남도,보령시,기초,여자,80-84세,97 ,0 ,*,20 ,50 ,10 ,*,*,*,*
충청남도,보령시,기초,여자,85세이상,122 ,0 ,6 ,29 ,67 ,9 ,0 ,*,*,0 
충청남도,보령시,의료,남자,65세미만,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
충청남도,보령시,의료,남자,65-69세,*,0 ,0 ,0 ,*,0 ,0 ,0 ,0 ,0 
충청남도,보령시,의료,남자,70-74세,*,0 ,0 ,0 ,0 ,*,0 ,0 ,0 ,0 
충청남도,보령시,의료,남자,75-79세,*,0 ,0 ,*,0 ,0 ,0 ,0 ,0 ,*
충청남도,보령시,의료,남자,80-84세,*,0 ,*,0 ,0 ,0 ,0 ,0 ,0 ,0 
충청남도,보령시,의료,남자,85세이상,5 ,0 ,0 ,*,*,0 ,0 ,*,0 ,0 
충청남도,보령시,의료,여자,65-69세,*,*,0 ,0 ,0 ,0 ,0 ,*,0 ,0 
충청남도,보령시,의료,여자,70-74세,*,0 ,0 ,*,*,0 ,0 ,0 ,0 ,0 
충청남도,보령시,의료,여자,75-79세,*,0 ,0 ,0 ,*,0 ,0 ,0 ,0 ,0 
충청남도,보령시,의료,여자,80-84세,*,0 ,0 ,0 ,*,0 ,0 ,0 ,*,0 
충청남도,보령시,의료,여자,85세이상,15 ,0 ,*,*,6 ,*,0 ,0 ,*,0 
충청남도,보령시,감경,남자,65세미만,12 ,0 ,0 ,6 ,*,0 ,0 ,0 ,0 ,0 
충청남도,보령시,감경,남자,65-69세,39 ,*,*,10 ,21 ,*,0 ,0 ,*,0 
충청남도,보령시,감경,남자,70-74세,55 ,0 ,*,9 ,25 ,10 ,*,*,*,0 
충청남도,보령시,감경,남자,75-79세,88 ,*,*,15 ,50 ,15 ,*,0 ,*,0 
충청남도,보령시,감경,남자,80-84세,118 ,0 ,5 ,26 ,67 ,18 ,*,0 ,*,0 
충청남도,보령시,감경,남자,85세이상,175 ,0 ,*,34 ,114 ,14 ,7 ,0 ,0 ,*
충청남도,보령시,감경,여자,65세미만,15 ,*,*,*,8 ,*,0 ,0 ,0 ,*
충청남도,보령시,감경,여자,65-69세,41 ,0 ,*,7 ,19 ,10 ,*,0 ,*,0 
충청남도,보령시,감경,여자,70-74세,79 ,*,*,10 ,42 ,11 ,*,0 ,0 ,0 
충청남도,보령시,감경,여자,75-79세,181 ,*,7 ,24 ,93 ,30 ,8 ,*,*,0 
충청남도,보령시,감경,여자,80-84세,364 ,7 ,16 ,62 ,186 ,55 ,14 ,*,0 ,0 
충청남도,보령시,감경,여자,85세이상,736 ,9 ,35 ,178 ,417 ,76 ,7 ,*,*,0 
충청남도,아산시,일반,남자,65세미만,55 ,*,*,5 ,*,7 ,*,6 ,5 ,7 
충청남도,아산시,일반,남자,65-69세,138 ,5 ,5 ,27 ,40 ,*,0 ,10 ,10 ,6 
충청남도,아산시,일반,남자,70-74세,140 ,*,8 ,28 ,33 ,6 ,*,11 ,5 ,5 
충청남도,아산시,일반,남자,75-79세,220 ,*,9 ,36 ,71 ,16 ,9 ,15 ,9 ,8 
충청남도,아산시,일반,남자,80-84세,307 ,*,9 ,66 ,88 ,41 ,12 ,10 ,9 ,7 
충청남도,아산시,일반,남자,85세이상,417 ,*,23 ,75 ,145 ,69 ,17 ,11 ,11 ,8 
충청남도,아산시,일반,여자,65세미만,60 ,*,*,6 ,11 ,0 ,*,6 ,8 ,6 
충청남도,아산시,일반,여자,65-69세,139 ,*,7 ,22 ,33 ,5 ,*,15 ,7 ,6 
충청남도,아산시,일반,여자,70-74세,249 ,7 ,11 ,44 ,49 ,15 ,10 ,24 ,16 ,*
충청남도,아산시,일반,여자,75-79세,458 ,14 ,18 ,47 ,121 ,56 ,21 ,51 ,15 ,11 
충청남도,아산시,일반,여자,80-84세,824 ,23 ,41 ,146 ,267 ,96 ,34 ,43 ,26 ,14 
충청남도,아산시,일반,여자,85세이상,1078 ,37 ,81 ,209 ,407 ,122 ,34 ,39 ,15 ,7 
충청남도,아산시,기초,남자,65세미만,99 ,9 ,*,15 ,27 ,10 ,5 ,6 ,*,*
충청남도,아산시,기초,남자,65-69세,148 ,6 ,9 ,17 ,37 ,25 ,10 ,11 ,5 ,6 
충청남도,아산시,기초,남자,70-74세,77 ,*,*,9 ,26 ,14 ,*,5 ,*,*
충청남도,아산시,기초,남자,75-79세,70 ,*,*,13 ,23 ,10 ,6 ,*,*,*
충청남도,아산시,기초,남자,80-84세,75 ,*,*,11 ,26 ,11 ,7 ,*,0 ,*
충청남도,아산시,기초,남자,85세이상,47 ,0 ,*,10 ,23 ,9 ,0 ,*,*,0 
충청남도,아산시,기초,여자,65세미만,59 ,*,*,14 ,14 ,7 ,*,5 ,*,*
충청남도,아산시,기초,여자,65-69세,106 ,6 ,*,11 ,30 ,13 ,*,8 ,6 ,*
충청남도,아산시,기초,여자,70-74세,124 ,5 ,5 ,18 ,43 ,14 ,5 ,6 ,*,*
충청남도,아산시,기초,여자,75-79세,147 ,*,7 ,35 ,43 ,20 ,5 ,9 ,*,5 
충청남도,아산시,기초,여자,80-84세,218 ,7 ,19 ,45 ,79 ,22 ,10 ,7 ,*,*
충청남도,아산시,기초,여자,85세이상,276 ,19 ,23 ,69 ,107 ,23 ,5 ,*,0 ,*
충청남도,아산시,의료,남자,70-74세,*,0 ,0 ,*,*,0 ,0 ,0 ,0 ,0 
충청남도,아산시,의료,남자,75-79세,*,0 ,0 ,0 ,0 ,0 ,*,0 ,0 ,0 
충청남도,아산시,의료,남자,80-84세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
충청남도,아산시,의료,남자,85세이상,9 ,*,0 ,*,*,*,0 ,0 ,0 ,0 
충청남도,아산시,의료,여자,65-69세,*,0 ,0 ,*,0 ,0 ,0 ,0 ,0 ,0 
충청남도,아산시,의료,여자,70-74세,5 ,0 ,0 ,0 ,*,*,*,0 ,0 ,0 
충청남도,아산시,의료,여자,75-79세,*,0 ,0 ,0 ,*,0 ,*,0 ,*,0 
충청남도,아산시,의료,여자,80-84세,13 ,0 ,*,*,6 ,0 ,*,0 ,0 ,0 
충청남도,아산시,의료,여자,85세이상,25 ,0 ,6 ,5 ,7 ,*,0 ,*,0 ,0 
충청남도,아산시,감경,남자,65세미만,44 ,*,*,16 ,12 ,*,*,0 ,0 ,0 
충청남도,아산시,감경,남자,65-69세,83 ,*,6 ,34 ,27 ,7 ,*,0 ,0 ,0 
충청남도,아산시,감경,남자,70-74세,101 ,*,6 ,24 ,42 ,13 ,9 ,0 ,*,0 
충청남도,아산시,감경,남자,75-79세,121 ,5 ,9 ,31 ,43 ,19 ,10 ,0 ,0 ,0 
충청남도,아산시,감경,남자,80-84세,197 ,9 ,10 ,51 ,78 ,30 ,10 ,0 ,*,0 
충청남도,아산시,감경,남자,85세이상,225 ,7 ,17 ,67 ,100 ,28 ,*,0 ,0 ,0 
충청남도,아산시,감경,여자,65세미만,31 ,7 ,*,*,9 ,*,*,0 ,0 ,0 
충청남도,아산시,감경,여자,65-69세,82 ,6 ,5 ,16 ,33 ,13 ,*,0 ,0 ,0 
충청남도,아산시,감경,여자,70-74세,133 ,8 ,7 ,28 ,60 ,14 ,10 ,0 ,0 ,0 
충청남도,아산시,감경,여자,75-79세,302 ,15 ,28 ,70 ,108 ,43 ,13 ,*,*,*
충청남도,아산시,감경,여자,80-84세,540 ,18 ,32 ,131 ,225 ,90 ,19 ,*,0 ,0 
충청남도,아산시,감경,여자,85세이상,1108 ,49 ,120 ,297 ,483 ,110 ,23 ,*,0 ,*
충청남도,서산시,일반,남자,65세미만,38 ,0 ,*,10 ,11 ,*,0 ,*,*,*
충청남도,서산시,일반,남자,65-69세,120 ,5 ,5 ,18 ,41 ,*,0 ,21 ,5 ,*
충청남도,서산시,일반,남자,70-74세,178 ,*,*,22 ,73 ,*,*,20 ,7 ,7 
충청남도,서산시,일반,남자,75-79세,253 ,*,9 ,37 ,88 ,21 ,5 ,23 ,15 ,7 
충청남도,서산시,일반,남자,80-84세,339 ,7 ,17 ,53 ,143 ,35 ,7 ,16 ,9 ,8 
충청남도,서산시,일반,남자,85세이상,384 ,*,17 ,78 ,192 ,29 ,7 ,10 ,9 ,10 
충청남도,서산시,일반,여자,65세미만,28 ,*,*,*,6 ,*,0 ,8 ,0 ,0 
충청남도,서산시,일반,여자,65-69세,121 ,*,0 ,11 ,31 ,*,*,21 ,10 ,0 
충청남도,서산시,일반,여자,70-74세,200 ,*,*,19 ,57 ,9 ,*,28 ,17 ,7 
충청남도,서산시,일반,여자,75-79세,380 ,6 ,16 ,43 ,151 ,21 ,13 ,30 ,17 ,7 
충청남도,서산시,일반,여자,80-84세,710 ,13 ,23 ,115 ,307 ,56 ,15 ,46 ,21 ,6 
충청남도,서산시,일반,여자,85세이상,1039 ,26 ,68 ,251 ,500 ,58 ,7 ,21 ,10 ,*
충청남도,서산시,기초,남자,65세미만,57 ,0 ,7 ,9 ,23 ,5 ,0 ,6 ,*,0 
충청남도,서산시,기초,남자,65-69세,73 ,*,*,10 ,34 ,7 ,*,*,6 ,0 
충청남도,서산시,기초,남자,70-74세,67 ,*,*,8 ,20 ,10 ,*,5 ,*,*
충청남도,서산시,기초,남자,75-79세,59 ,0 ,*,11 ,23 ,8 ,*,*,*,*
충청남도,서산시,기초,남자,80-84세,49 ,*,*,*,25 ,5 ,*,*,5 ,*
충청남도,서산시,기초,남자,85세이상,34 ,0 ,*,11 ,15 ,*,*,*,0 ,0 
충청남도,서산시,기초,여자,65세미만,27 ,*,*,5 ,6 ,*,*,*,0 ,0 
충청남도,서산시,기초,여자,65-69세,58 ,*,*,5 ,30 ,*,*,5 ,6 ,0 
충청남도,서산시,기초,여자,70-74세,71 ,*,*,13 ,25 ,*,0 ,8 ,*,*
충청남도,서산시,기초,여자,75-79세,81 ,*,9 ,11 ,38 ,*,*,5 ,*,*
충청남도,서산시,기초,여자,80-84세,119 ,*,9 ,20 ,63 ,14 ,*,*,0 ,*
충청남도,서산시,기초,여자,85세이상,153 ,10 ,10 ,51 ,69 ,6 ,0 ,0 ,*,0 
충청남도,서산시,의료,남자,65세미만,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
충청남도,서산시,의료,남자,65-69세,*,0 ,0 ,0 ,0 ,*,0 ,0 ,0 ,0 
충청남도,서산시,의료,남자,70-74세,*,0 ,0 ,*,*,0 ,0 ,0 ,0 ,0 
충청남도,서산시,의료,남자,75-79세,*,0 ,0 ,0 ,*,0 ,0 ,0 ,0 ,0 
충청남도,서산시,의료,남자,80-84세,*,0 ,0 ,0 ,*,*,0 ,0 ,0 ,0 
충청남도,서산시,의료,남자,85세이상,*,0 ,0 ,*,*,0 ,0 ,0 ,0 ,0 
충청남도,서산시,의료,여자,65세미만,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
충청남도,서산시,의료,여자,65-69세,*,0 ,0 ,*,0 ,0 ,0 ,0 ,0 ,0 
충청남도,서산시,의료,여자,70-74세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
충청남도,서산시,의료,여자,75-79세,*,0 ,0 ,*,*,0 ,0 ,0 ,0 ,0 
충청남도,서산시,의료,여자,80-84세,5 ,0 ,0 ,0 ,*,*,0 ,0 ,0 ,0 
충청남도,서산시,의료,여자,85세이상,18 ,*,*,6 ,8 ,*,0 ,0 ,0 ,0 
충청남도,서산시,감경,남자,65세미만,31 ,*,*,5 ,11 ,*,*,0 ,0 ,0 
충청남도,서산시,감경,남자,65-69세,58 ,*,*,16 ,28 ,*,*,0 ,0 ,0 
충청남도,서산시,감경,남자,70-74세,75 ,*,*,23 ,39 ,*,*,*,*,0 
충청남도,서산시,감경,남자,75-79세,136 ,*,8 ,26 ,86 ,8 ,*,0 ,0 ,0 
충청남도,서산시,감경,남자,80-84세,163 ,*,11 ,43 ,77 ,17 ,9 ,0 ,0 ,0 
충청남도,서산시,감경,남자,85세이상,283 ,7 ,22 ,66 ,152 ,25 ,9 ,0 ,0 ,0 
충청남도,서산시,감경,여자,65세미만,22 ,*,*,*,9 ,*,*,0 ,0 ,0 
충청남도,서산시,감경,여자,65-69세,64 ,6 ,*,13 ,31 ,*,0 ,0 ,0 ,0 
충청남도,서산시,감경,여자,70-74세,110 ,5 ,5 ,19 ,57 ,9 ,*,*,0 ,0 
충청남도,서산시,감경,여자,75-79세,237 ,9 ,17 ,50 ,118 ,20 ,6 ,*,0 ,0 
충청남도,서산시,감경,여자,80-84세,541 ,18 ,39 ,118 ,282 ,45 ,11 ,*,0 ,0 
충청남도,서산시,감경,여자,85세이상,1068 ,30 ,114 ,328 ,510 ,62 ,6 ,*,*,0 
충청남도,논산시,일반,남자,65세미만,27 ,0 ,0 ,5 ,*,*,0 ,5 ,*,*
충청남도,논산시,일반,남자,65-69세,65 ,*,*,5 ,10 ,*,0 ,13 ,8 ,*
충청남도,논산시,일반,남자,70-74세,124 ,*,*,13 ,24 ,7 ,*,15 ,9 ,7 
충청남도,논산시,일반,남자,75-79세,162 ,5 ,5 ,29 ,46 ,16 ,*,18 ,10 ,*
충청남도,논산시,일반,남자,80-84세,260 ,*,6 ,50 ,75 ,25 ,*,19 ,13 ,18 
충청남도,논산시,일반,남자,85세이상,285 ,*,9 ,51 ,110 ,35 ,8 ,15 ,8 ,7 
충청남도,논산시,일반,여자,65세미만,25 ,*,0 ,*,5 ,*,0 ,*,*,5 
충청남도,논산시,일반,여자,65-69세,86 ,0 ,*,8 ,8 ,6 ,*,9 ,12 ,8 
충청남도,논산시,일반,여자,70-74세,183 ,*,*,16 ,45 ,6 ,6 ,25 ,21 ,*
충청남도,논산시,일반,여자,75-79세,362 ,10 ,9 ,40 ,100 ,25 ,7 ,45 ,29 ,7 
충청남도,논산시,일반,여자,80-84세,541 ,7 ,15 ,83 ,187 ,57 ,20 ,48 ,27 ,11 
충청남도,논산시,일반,여자,85세이상,732 ,31 ,44 ,178 ,300 ,58 ,8 ,31 ,18 ,*
충청남도,논산시,기초,남자,65세미만,95 ,5 ,6 ,12 ,22 ,5 ,5 ,14 ,6 ,5 
충청남도,논산시,기초,남자,65-69세,92 ,*,6 ,6 ,19 ,11 ,*,12 ,8 ,11 
충청남도,논산시,기초,남자,70-74세,92 ,*,*,25 ,32 ,8 ,*,8 ,*,*
충청남도,논산시,기초,남자,75-79세,65 ,*,*,7 ,21 ,10 ,*,*,*,*
충청남도,논산시,기초,남자,80-84세,67 ,0 ,*,13 ,29 ,8 ,*,0 ,*,*
충청남도,논산시,기초,남자,85세이상,38 ,*,*,10 ,16 ,*,0 ,0 ,*,*
충청남도,논산시,기초,여자,65세미만,56 ,*,*,7 ,14 ,*,*,8 ,8 ,*
충청남도,논산시,기초,여자,65-69세,94 ,*,*,20 ,28 ,5 ,*,8 ,7 ,7 
충청남도,논산시,기초,여자,70-74세,84 ,*,6 ,10 ,29 ,8 ,*,5 ,7 ,*
충청남도,논산시,기초,여자,75-79세,108 ,*,8 ,14 ,42 ,15 ,*,5 ,*,*
충청남도,논산시,기초,여자,80-84세,177 ,5 ,12 ,33 ,78 ,19 ,*,*,5 ,*
충청남도,논산시,기초,여자,85세이상,251 ,10 ,29 ,66 ,110 ,18 ,0 ,*,5 ,0 
충청남도,논산시,의료,남자,65-69세,*,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,*
충청남도,논산시,의료,남자,70-74세,*,*,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
충청남도,논산시,의료,남자,75-79세,5 ,0 ,*,*,0 ,*,0 ,0 ,0 ,*
충청남도,논산시,의료,남자,80-84세,*,0 ,0 ,0 ,0 ,*,0 ,*,0 ,0 
충청남도,논산시,의료,남자,85세이상,*,0 ,0 ,0 ,*,*,0 ,0 ,0 ,0 
충청남도,논산시,의료,여자,65-69세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
충청남도,논산시,의료,여자,70-74세,6 ,0 ,*,0 ,*,0 ,*,0 ,*,0 
충청남도,논산시,의료,여자,75-79세,*,*,0 ,0 ,0 ,*,0 ,0 ,0 ,0 
충청남도,논산시,의료,여자,80-84세,7 ,0 ,0 ,*,*,0 ,0 ,0 ,0 ,0 
충청남도,논산시,의료,여자,85세이상,30 ,*,*,9 ,14 ,*,0 ,0 ,0 ,0 
충청남도,논산시,감경,남자,65세미만,21 ,*,*,5 ,7 ,*,0 ,0 ,0 ,0 
충청남도,논산시,감경,남자,65-69세,56 ,*,*,21 ,24 ,*,0 ,*,0 ,0 
충청남도,논산시,감경,남자,70-74세,75 ,*,8 ,17 ,34 ,7 ,0 ,*,0 ,0 
충청남도,논산시,감경,남자,75-79세,116 ,6 ,6 ,31 ,42 ,16 ,6 ,0 ,*,0 
충청남도,논산시,감경,남자,80-84세,189 ,*,8 ,57 ,79 ,33 ,*,0 ,0 ,0 
충청남도,논산시,감경,남자,85세이상,271 ,11 ,14 ,71 ,132 ,31 ,7 ,0 ,*,0 
충청남도,논산시,감경,여자,65세미만,22 ,*,*,*,11 ,0 ,*,0 ,0 ,0 
충청남도,논산시,감경,여자,65-69세,54 ,*,*,12 ,23 ,5 ,*,*,*,0 
충청남도,논산시,감경,여자,70-74세,115 ,*,8 ,26 ,52 ,15 ,6 ,0 ,0 ,0 
충청남도,논산시,감경,여자,75-79세,266 ,10 ,15 ,50 ,127 ,35 ,11 ,*,*,0 
충청남도,논산시,감경,여자,80-84세,645 ,36 ,29 ,137 ,318 ,89 ,9 ,*,*,*
충청남도,논산시,감경,여자,85세이상,1218 ,46 ,102 ,349 ,576 ,108 ,13 ,0 ,*,0 
충청남도,계룡시,일반,남자,65세미만,8 ,*,0 ,*,0 ,0 ,*,*,0 ,0 
충청남도,계룡시,일반,남자,65-69세,13 ,0 ,*,*,*,0 ,0 ,*,*,*
충청남도,계룡시,일반,남자,70-74세,23 ,0 ,0 ,*,8 ,*,*,*,0 ,*
충청남도,계룡시,일반,남자,75-79세,21 ,0 ,0 ,6 ,*,*,0 ,*,*,0 
충청남도,계룡시,일반,남자,80-84세,34 ,*,*,*,10 ,7 ,*,*,*,0 
충청남도,계룡시,일반,남자,85세이상,37 ,0 ,*,*,20 ,*,*,6 ,*,*
충청남도,계룡시,일반,여자,65세미만,5 ,0 ,0 ,*,*,0 ,0 ,*,0 ,0 
충청남도,계룡시,일반,여자,65-69세,20 ,0 ,0 ,0 ,5 ,*,*,5 ,*,0 
충청남도,계룡시,일반,여자,70-74세,35 ,*,0 ,*,9 ,*,*,7 ,*,0 
충청남도,계룡시,일반,여자,75-79세,27 ,*,0 ,*,*,5 ,0 ,*,*,*
충청남도,계룡시,일반,여자,80-84세,86 ,*,*,9 ,32 ,13 ,*,*,*,0 
충청남도,계룡시,일반,여자,85세이상,122 ,*,7 ,25 ,42 ,18 ,*,15 ,*,0 
충청남도,계룡시,기초,남자,65세미만,8 ,0 ,*,*,*,*,0 ,*,0 ,0 
충청남도,계룡시,기초,남자,65-69세,10 ,0 ,0 ,*,*,*,*,0 ,0 ,0 
충청남도,계룡시,기초,남자,70-74세,5 ,0 ,0 ,*,*,0 ,0 ,0 ,0 ,0 
충청남도,계룡시,기초,남자,75-79세,*,0 ,0 ,*,*,0 ,0 ,0 ,0 ,0 
충청남도,계룡시,기초,남자,80-84세,8 ,0 ,0 ,*,5 ,0 ,0 ,*,0 ,0 
충청남도,계룡시,기초,남자,85세이상,6 ,0 ,0 ,0 ,*,*,0 ,0 ,*,0 
충청남도,계룡시,기초,여자,65세미만,6 ,*,0 ,0 ,*,*,*,0 ,0 ,0 
충청남도,계룡시,기초,여자,65-69세,8 ,0 ,0 ,*,*,*,*,0 ,*,0 
충청남도,계룡시,기초,여자,70-74세,10 ,0 ,*,0 ,*,0 ,*,*,0 ,*
충청남도,계룡시,기초,여자,75-79세,8 ,0 ,*,*,*,*,0 ,0 ,0 ,0 
충청남도,계룡시,기초,여자,80-84세,17 ,0 ,*,*,8 ,*,0 ,*,0 ,0 
충청남도,계룡시,기초,여자,85세이상,26 ,*,5 ,8 ,5 ,*,0 ,*,0 ,0 
충청남도,계룡시,의료,남자,70-74세,*,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,*
충청남도,계룡시,의료,남자,75-79세,*,0 ,0 ,0 ,*,0 ,0 ,0 ,0 ,0 
충청남도,계룡시,의료,남자,85세이상,*,0 ,*,0 ,0 ,0 ,0 ,0 ,0 ,0 
충청남도,계룡시,의료,여자,80-84세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
충청남도,계룡시,의료,여자,85세이상,*,0 ,0 ,0 ,*,0 ,0 ,0 ,0 ,0 
충청남도,계룡시,감경,남자,65세미만,5 ,*,0 ,*,0 ,0 ,0 ,0 ,0 ,*
충청남도,계룡시,감경,남자,65-69세,*,0 ,0 ,*,*,0 ,0 ,0 ,0 ,0 
충청남도,계룡시,감경,남자,70-74세,12 ,*,0 ,6 ,*,*,0 ,0 ,0 ,0 
충청남도,계룡시,감경,남자,75-79세,13 ,*,0 ,*,*,*,*,0 ,0 ,0 
충청남도,계룡시,감경,남자,80-84세,16 ,0 ,0 ,5 ,7 ,*,0 ,*,0 ,0 
충청남도,계룡시,감경,남자,85세이상,39 ,0 ,*,10 ,20 ,8 ,0 ,0 ,0 ,0 
충청남도,계룡시,감경,여자,65세미만,*,*,0 ,0 ,*,0 ,0 ,0 ,0 ,0 
충청남도,계룡시,감경,여자,65-69세,8 ,*,*,*,*,0 ,0 ,0 ,0 ,0 
충청남도,계룡시,감경,여자,70-74세,10 ,0 ,0 ,*,7 ,*,0 ,0 ,0 ,0 
충청남도,계룡시,감경,여자,75-79세,28 ,*,*,*,12 ,*,*,0 ,0 ,0 
충청남도,계룡시,감경,여자,80-84세,83 ,*,*,17 ,39 ,15 ,*,*,*,*
충청남도,계룡시,감경,여자,85세이상,183 ,5 ,18 ,57 ,83 ,17 ,*,0 ,0 ,0 
충청남도,금산군,일반,남자,65세미만,11 ,*,*,0 ,*,*,0 ,*,0 ,*
충청남도,금산군,일반,남자,65-69세,42 ,*,0 ,6 ,8 ,*,0 ,8 ,*,5 
충청남도,금산군,일반,남자,70-74세,48 ,0 ,*,7 ,16 ,*,0 ,5 ,*,0 
충청남도,금산군,일반,남자,75-79세,87 ,*,0 ,14 ,17 ,12 ,*,7 ,7 ,*
충청남도,금산군,일반,남자,80-84세,129 ,*,*,15 ,44 ,24 ,7 ,*,8 ,*
